City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,egilsstadir,65.2653,-14.3948,2.94,99,100,2.6,IS,1697555235
366,stoughton,42.1251,-71.1023,15.18,79,40,3.09,US,1697555562
367,happy valley-goose bay,53.3168,-60.3315,3.17,75,75,3.6,CA,1697555562
368,port augusta,-32.5,137.7667,13.82,36,0,2.85,AU,1697555117
369,rio grande,-32.035,-52.0986,23.06,73,100,7.91,BR,1697555149
370,cabo san lucas,22.8909,-109.9124,30.42,81,0,3.13,MX,1697554817
371,olyokminsk,60.3736,120.4264,1.11,67,100,3.58,RU,1697555564
372,inongo,-1.95,18.2667,25.46,81,100,1.87,CD,1697555564
373,prince rupert,54.3161,-130.3201,12.83,69,100,14.92,CA,1697554755
374,umluj,25.0213,37.2685,27.63,62,0,5.52,SA,1697555566
375,qui nhon,13.7667,109.2333,25.71,84,100,1.88,VN,1697555566
376,preobrazheniye,42.9019,133.9064,9.69,51,4,3.58,RU,1697555175
377,banda aceh,5.5577,95.3222,26.33,75,100,2.67,ID,1697555096
378,purpe,64.4803,76.6897,5.73,94,100,6.48,RU,1697555567
379,sydney,-33.8679,151.2073,15.4,79,89,2.24,AU,1697554766
380,guarapari,-20.6667,-40.4975,29.94,60,94,8.22,BR,1697555567
381,cidreira,-30.1811,-50.2056,18.94,97,100,3.86,BR,1697555064
382,simao dias,-10.7383,-37.8111,31.81,28,86,6.99,BR,1697555414
383,arteche,12.2645,125.4048,26.03,81,71,2.07,PH,1697555568
384,dudinka,69.4058,86.1778,-0.18,98,98,2.68,RU,1697554978
385,cill airne,52.05,-9.5167,11.03,93,75,5.66,IE,1697555568
386,bondo,3.8146,23.6866,27.71,65,96,0.56,CD,1697555569
387,san pedro de macoris,18.4616,-69.2972,32.34,63,16,3.79,DO,1697555569
388,paraty,-23.2178,-44.7131,29.17,70,100,1.25,BR,1697555280
389,santa rosa de calamuchita,-32.0691,-64.5363,24.84,10,58,2.57,AR,1697555569
390,port douglas,-16.4833,145.4667,22.62,78,84,2.93,AU,1697555508
391,lincheng,19.9078,109.6858,25.27,90,100,9.66,CN,1697555570
392,la'ie,21.6477,-157.9253,24.12,86,24,3.14,US,1697555570
393,manta,-0.95,-80.7333,28.88,65,75,1.03,EC,1697555570
394,mournies,35.4764,24.0092,24.35,83,20,3.09,GR,1697555145
395,holualoa,19.6228,-155.9522,21.91,80,0,3.58,US,1697555118
396,guerrero negro,27.9769,-114.0611,20.98,80,19,3.9,MX,1697555571
397,fundong,6.25,10.2667,20.47,83,72,0.99,CM,1697555571
398,quesnel,52.9999,-122.5029,5.28,100,0,1.03,CA,1697555571
399,grabouw,-34.1515,19.0151,24.22,45,0,2.04,ZA,1697555572
400,anna regina,7.2644,-58.5077,29.8,71,48,2.87,GY,1697555572
401,hasaki,35.7333,140.8333,16.22,67,21,3.64,JP,1697555572
402,port arthur,38.8,121.2667,19.12,81,100,7.23,CN,1697555109
403,sao joao dos patos,-6.495,-43.7022,36.28,20,7,3.82,BR,1697555507
404,westport,41.1415,-73.3579,16.06,68,0,2.57,US,1697555573
405,richards bay,-28.783,32.0377,18.25,83,100,5.27,ZA,1697555573
406,seaside,36.6111,-121.8516,14.52,93,0,0.0,US,1697555430
407,barakani,-12.1356,44.4317,26.14,76,99,3.19,KM,1697555574
408,kharp,66.8014,65.8081,1.16,100,100,0.75,RU,1697555574
409,abeche,13.8292,20.8324,37.22,10,12,4.45,TD,1697555574
410,ati,13.2154,18.3353,38.73,13,24,4.68,TD,1697555574
411,sumbe,-11.2061,13.8437,25.2,77,99,4.37,AO,1697555141
412,jiangzi,28.95,89.6333,1.24,48,40,2.67,CN,1697555575
413,nadym,65.5333,72.5167,5.38,97,100,5.48,RU,1697555189
414,vidalia,32.2177,-82.4135,16.06,59,0,2.06,US,1697555575
415,labrador city,52.9463,-66.9114,3.46,70,100,2.3,CA,1697555410
416,barnard castle,54.5415,-1.919,12.24,79,100,6.55,GB,1697555576
417,elliot,-31.3333,27.85,16.85,52,8,2.81,ZA,1697555576
418,ghanzi,-21.5667,21.7833,32.21,6,3,4.79,BW,1697555083
419,laojunmiao,39.8333,97.7333,2.67,72,99,0.6,CN,1697555114
420,moapa valley,36.5805,-114.4703,23.98,20,96,0.97,US,1697555577
421,sisimiut,66.9395,-53.6735,-6.49,78,32,2.05,GL,1697555117
422,terenozek,45.05,64.9833,12.76,43,0,3.62,KZ,1697555577
423,guer,47.9062,-2.1231,20.61,57,100,7.43,FR,1697555577
424,as sulayyil,20.4607,45.5779,34.14,10,0,4.56,SA,1697555578
425,meadow lakes,61.6247,-149.6011,6.96,68,40,0.45,US,1697555578
426,newman,37.3138,-121.0208,16.19,83,0,0.89,US,1697555002
427,acajutla,13.5928,-89.8275,26.23,70,100,3.59,SV,1697555578
428,nushki,29.5542,66.0215,21.7,13,9,2.56,PK,1697555579
429,linxia chengguanzhen,35.6003,103.2064,8.76,71,100,1.53,CN,1697555579
430,piui,-20.4653,-45.9581,31.79,34,100,2.61,BR,1697555446
431,pariaman,-0.619,100.12,26.03,89,64,0.94,ID,1697555190
432,shizuishan,39.2333,106.7694,11.93,21,13,1.35,CN,1697555580
433,princeville,45.7668,-61.2985,9.14,96,100,3.09,CA,1697554995
434,malvan,16.0667,73.4667,28.02,81,67,1.54,IN,1697555580
435,rosarito,32.3333,-117.0333,17.53,72,100,1.94,MX,1697555581
436,volosovo,59.4333,29.4833,5.68,74,89,3.68,RU,1697555581
437,mahibadhoo,3.7833,72.9667,28.43,70,79,5.22,MV,1697555221
438,esmeraldas,-19.7625,-44.3139,30.48,31,11,2.49,BR,1697555491
439,guasdualito,7.2424,-70.7324,30.48,66,60,0.74,VE,1697555582
440,khorinsk,52.1657,109.7726,3.9,84,96,6.26,RU,1697555582
441,onguday,50.75,86.15,5.01,52,42,1.13,RU,1697555582
442,mabaruma,8.2,-59.7833,32.06,58,99,1.45,GY,1697555583
443,kristiansund,63.1115,7.732,8.36,81,75,8.75,NO,1697555583
444,ulan bator,47.9077,106.8832,3.07,32,40,5.0,MN,1697555076
445,kenai,60.5544,-151.2583,5.08,93,75,1.54,US,1697555492
446,yaren,-0.5472,166.916,27.47,80,100,10.16,NR,1697555584
447,rukungiri,-0.8411,29.9419,19.16,86,100,1.18,UG,1697555584
448,nalut,30.3333,10.85,31.27,10,2,0.88,LY,1697555584
449,oyem,1.5995,11.5793,23.62,92,77,1.2,GA,1697555585
450,balikpapan,-1.2675,116.8289,28.55,84,20,3.09,ID,1697555585
451,hegang,47.4,130.3667,4.43,40,95,1.42,CN,1697555585
452,beaver dam,43.4578,-88.8373,8.73,94,100,0.0,US,1697555586
453,harnosand,62.6323,17.9379,3.0,97,100,0.8,SE,1697555586
454,bodo,67.28,14.405,4.02,73,0,5.66,NO,1697555076
455,valparaiso,-33.0393,-71.6273,17.22,59,0,6.17,CL,1697555587
456,anda,46.4,125.3167,10.82,57,100,4.41,CN,1697555587
457,kupang,-10.1667,123.5833,27.32,78,29,3.6,ID,1697555194
458,minas de marcona,-15.2119,-75.1103,19.1,68,44,3.46,PE,1697555108
459,saldanha,-33.0117,17.9442,29.03,77,36,5.57,ZA,1697554928
460,timbuktu,16.7735,-3.0074,38.18,19,22,1.14,ML,1697555588
461,christchurch,-43.5333,172.6333,6.64,86,42,2.57,NZ,1697555026
462,lospalos,-8.5186,127.0025,21.24,90,38,2.49,TL,1697555589
463,lannion,48.75,-3.4167,19.97,67,0,5.14,FR,1697555589
464,lotoshino,56.2267,35.6414,3.1,85,100,7.42,RU,1697555589
465,ponta delgada,37.7333,-25.6667,22.4,83,40,5.66,PT,1697555590
466,turpan,42.9333,89.1667,16.17,27,0,2.24,CN,1697555590
467,muang phonsavan,19.45,103.2167,16.31,95,81,1.07,LA,1697555590
468,cranbrook,49.4999,-115.7688,6.41,83,72,2.76,CA,1697555336
469,oodweyne,9.4092,45.064,29.6,29,40,6.42,SO,1697555591
470,venustiano carranza,19.43,-99.0992,11.99,76,100,2.06,MX,1697555534
471,igarka,67.4667,86.5833,0.42,91,100,3.72,RU,1697555084
472,kirakira,-10.4544,161.9205,25.66,86,99,1.86,SB,1697555591
473,perry,37.2506,-83.1999,12.1,66,100,1.49,US,1697555022
474,saint-philippe,-21.3585,55.7679,24.77,85,69,2.74,RE,1697555592
475,bafoulabe,13.8065,-10.8321,37.34,28,8,0.71,ML,1697555592
476,lively,46.4334,-81.1498,4.51,66,0,0.81,CA,1697555592
477,gmunden,47.9189,13.7975,11.21,71,100,1.3,AT,1697555593
478,vokhtoga,58.8147,41.0461,3.38,73,100,5.51,RU,1697555593
479,khilok,51.3674,110.4676,2.6,69,100,4.02,RU,1697555593
480,kolosovka,56.4678,73.611,10.04,79,8,3.34,RU,1697555594
481,birine,35.635,3.225,29.85,15,51,6.42,DZ,1697555388
482,dunedin,-45.8742,170.5036,6.0,88,21,1.87,NZ,1697555594
483,altamira,-3.2033,-52.2064,38.55,31,16,1.48,BR,1697555594
484,bairnsdale,-37.8333,147.6167,5.59,95,0,1.76,AU,1697555595
485,dolinsk,47.35,142.8,6.51,55,92,8.84,RU,1697555595
486,ciutadella,40.0011,3.8414,24.45,71,100,5.21,ES,1697555595
487,pontiac,42.6389,-83.2911,10.42,82,100,3.6,US,1697555353
488,ain el bya,35.8039,-0.3018,33.27,40,82,4.01,DZ,1697555596
489,roswell,34.0232,-84.3616,15.31,74,0,2.06,US,1697555596
490,dauphin,51.1494,-100.0502,11.56,68,100,1.75,CA,1697555356
491,san julian,21.0167,-102.1667,12.71,63,96,2.52,MX,1697555092
492,talitsa,56.8804,60.0213,11.3,62,5,5.43,RU,1697555596
493,lampasas,31.2168,-98.2336,16.69,45,0,2.06,US,1697555597
494,villa vasquez,19.7411,-71.4464,30.72,52,28,0.64,DO,1697555597
495,santa maria,-29.6842,-53.8069,20.21,98,100,1.04,BR,1697555597
496,franceville,-1.6333,13.5836,23.81,94,97,0.8,GA,1697555598
497,swift current,50.2834,-107.8014,14.05,55,57,5.17,CA,1697555337
498,chul'man,56.8479,124.9104,-2.03,63,100,2.24,RU,1697555598
499,ulladulla,-35.35,150.4667,13.2,64,100,2.81,AU,1697555598
500,jutai,-5.1833,-68.9,34.01,47,83,1.06,BR,1697555599
501,nandurbar,21.3667,74.25,28.98,48,48,1.26,IN,1697555599
502,isiro,2.7739,27.616,27.35,63,61,1.35,CD,1697555599
503,ambovombe,-25.1667,46.0833,22.18,89,100,6.44,MG,1697555600
504,lodeynoye pole,60.726,33.5531,3.73,92,100,3.69,RU,1697555600
505,safi,32.1667,-8.8333,27.23,37,4,9.63,MA,1697555600
506,sambava,-14.2667,50.1667,24.4,80,76,1.58,MG,1697555601
507,oum hadjer,13.2954,19.6966,38.21,12,17,3.75,TD,1697555602
508,waddan,29.1614,16.139,30.61,14,0,2.67,LY,1697555603
509,sao vicente,-23.9631,-46.3919,27.77,57,100,8.23,BR,1697555027
510,coquimbo,-29.9533,-71.3436,15.61,70,100,3.33,CL,1697555427
511,puerto gaitan,4.3133,-72.0816,30.46,63,28,0.53,CO,1697555407
512,kiunga,-6.1219,141.2906,22.63,100,94,0.5,PG,1697555112
513,mapimi,25.8167,-103.85,16.86,47,0,2.1,MX,1697555604
514,puerto baquerizo moreno,-0.9,-89.6,26.55,74,40,5.14,EC,1697555143
515,huaraz,-9.5333,-77.5333,17.5,50,45,0.66,PE,1697555605
516,rikaze,29.25,88.8833,7.05,42,70,3.53,CN,1697555123
517,miahuatlan de porfirio diaz,16.3333,-96.6,17.52,75,76,3.69,MX,1697555605
518,hadibu,12.65,54.0333,27.98,69,77,1.71,YE,1697555606
519,khovd,48.0056,91.6419,4.23,34,30,0.48,MN,1697555606
520,oranjemund,-28.55,16.4333,21.53,60,5,7.03,NA,1697555606
521,feijo,-8.1642,-70.3536,31.82,46,79,1.45,BR,1697555636
522,taltal,-25.4,-70.4833,18.36,66,48,1.71,CL,1697555636
523,puerto aysen,-45.4,-72.7,12.58,89,79,0.45,CL,1697555636
524,ha tinh,18.3333,105.9,24.52,87,100,2.23,VN,1697555637
525,hovd,48.0056,91.6419,4.23,34,30,0.48,MN,1697555637
526,lebork,54.5392,17.7501,10.75,74,100,4.9,PL,1697555637
527,al bayda',32.7627,21.7551,20.56,61,0,5.13,LY,1697555637
528,howrah,22.5892,88.3103,29.0,74,20,2.06,IN,1697555128
529,peace river,56.2501,-117.286,9.17,100,100,1.03,CA,1697555165
530,pitimbu,-7.4706,-34.8086,31.33,53,54,7.97,BR,1697555638
531,isangel,-19.55,169.2667,22.54,86,17,3.16,VU,1697555639
532,chui,-33.6971,-53.4616,17.95,52,91,6.59,UY,1697555107
533,lloydminster,53.2835,-110.0016,9.12,66,75,3.09,CA,1697555639
534,saynshand,44.8824,110.1163,6.1,29,0,3.99,MN,1697555180
535,tocopilla,-22.092,-70.1979,21.09,62,13,3.09,CL,1697555191
536,puerto francisco de orellana,-0.4667,-76.9667,30.03,74,75,1.03,EC,1697555640
537,trondheim,63.4305,10.3951,8.05,91,98,1.79,NO,1697555640
538,tazacorte,28.629,-17.9293,27.3,65,75,3.13,ES,1697555640
539,manthani,18.65,79.6667,25.76,68,17,1.74,IN,1697555640
540,klaksvik,62.2266,-6.589,8.51,78,100,5.18,FO,1697555562
541,khawr fakkan,25.3313,56.342,31.03,66,0,1.32,AE,1697555641
542,barcelos,41.5388,-8.6151,21.08,96,100,9.77,PT,1697555641
543,inari,68.906,27.0288,-0.89,97,90,1.37,FI,1697555641
544,illizi,26.4833,8.4667,34.89,11,65,6.02,DZ,1697555642
545,zaragoza,41.6561,-0.8773,25.25,51,20,7.2,ES,1697555642
546,at taj,24.2049,23.2857,29.52,14,0,4.66,LY,1697555642
547,cambria,35.5641,-121.0808,20.68,72,2,2.26,US,1697555092
548,mitchell,43.7094,-98.0298,9.85,64,94,4.33,US,1697554906
549,sharkan,57.2989,53.8712,8.08,69,99,12.04,RU,1697555643
550,puerto leguizamo,-0.1934,-74.7819,32.89,49,54,0.7,CO,1697555091
551,nova sintra,14.8667,-24.7167,25.53,69,1,5.66,CV,1697555181
552,mason city,43.1536,-93.201,12.07,74,0,2.57,US,1697555536
553,piti village,13.4626,144.6933,27.49,90,0,3.09,GU,1697555644
554,north bend,43.4065,-124.2243,14.4,100,20,3.09,US,1697555644
555,al harithah,30.7186,47.7208,27.98,28,0,3.09,IQ,1697555644
556,douz,33.4663,9.0203,33.9,10,0,2.22,TN,1697555645
557,santo antonio do ica,-3.1022,-67.9397,34.85,45,40,0.86,BR,1697555645
558,kalix,65.853,23.1565,1.4,78,33,3.57,SE,1697555645
559,nicholasville,37.8806,-84.573,12.08,80,100,2.57,US,1697555645
560,omaruru,-21.4333,15.9333,34.58,4,68,3.0,NA,1697555399
561,labytnangi,66.6572,66.4183,0.97,100,100,1.03,RU,1697555646
562,figuig (centre),32.1089,-1.2286,27.85,17,17,2.02,MA,1697555646
563,jijiga,9.35,42.8,24.96,33,72,5.38,ET,1697555646
564,dodge city,37.7528,-100.0171,14.14,53,0,5.14,US,1697555647
565,okha,53.5739,142.9478,5.23,92,77,5.45,RU,1697555076
566,pieksamaki,62.3,27.1333,2.88,64,96,3.59,FI,1697555647
567,pisco,-13.7,-76.2167,20.03,83,100,1.54,PE,1697555178
568,matamey,13.4231,8.4749,37.35,15,63,5.44,NE,1697555648
569,margate,51.3813,1.3862,14.06,67,99,2.68,GB,1697554887
570,kulu,39.0951,33.0799,17.3,48,41,1.32,TR,1697555648
571,kailua-kona,19.6406,-155.9956,23.98,82,0,3.58,US,1697555061
